FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case.Fatality_Ratio
29227,Worth,Missouri,US,16/10/2020 04:24,40.47945588,-94.42328751,25,0,0,25,"Worth, Missouri, US",1241.927471,0
29229,Wright,Missouri,US,16/10/2020 04:24,37.27029221,-92.46914488,530,0,0,530,"Wright, Missouri, US",2897.916781,0
30001,Beaverhead,Montana,US,16/10/2020 04:24,45.13434354,-112.8984694,222,1,0,221,"Beaverhead, Montana, US",2348.460806,0.45045045
30003,Big Horn,Montana,US,16/10/2020 04:24,45.42335905,-107.492347,1091,30,0,1061,"Big Horn, Montana, US",8191.305654,2.749770852
30005,Blaine,Montana,US,16/10/2020 04:24,48.43175214,-108.9582723,165,2,0,163,"Blaine, Montana, US",2469.690166,1.212121212
30007,Broadwater,Montana,US,16/10/2020 04:24,46.33277565,-111.4955813,29,0,0,29,"Broadwater, Montana, US",464.9671316,0
30009,Carbon,Montana,US,16/10/2020 04:24,45.22850116,-109.0274047,188,0,0,188,"Carbon, Montana, US",1752.913753,0
30011,Carter,Montana,US,16/10/2020 04:24,45.5197966,-104.5395536,26,0,0,26,"Carter, Montana, US",2076.677316,0
30013,Cascade,Montana,US,16/10/2020 04:24,47.30797024,-111.3467922,1261,6,0,1255,"Cascade, Montana, US",1549.78738,0.475812847
30015,Chouteau,Montana,US,16/10/2020 04:24,47.88084126,-110.4353362,50,0,0,50,"Chouteau, Montana, US",887.3114463,0
30017,Custer,Montana,US,16/10/2020 04:24,46.25319932,-105.5737526,169,2,0,167,"Custer, Montana, US",1482.196106,1.183431953
30019,Daniels,Montana,US,16/10/2020 04:24,48.78420029,-105.5476343,13,0,0,13,"Daniels, Montana, US",769.2307692,0
30021,Dawson,Montana,US,16/10/2020 04:24,47.26584855,-104.8944417,141,1,0,140,"Dawson, Montana, US",1637.060258,0.709219858
30023,Deer Lodge,Montana,US,16/10/2020 04:24,46.05953325,-113.073353,273,0,0,273,"Deer Lodge, Montana, US",2986.870897,0
30025,Fallon,Montana,US,16/10/2020 04:24,46.33478338,-104.4183565,27,0,0,27,"Fallon, Montana, US",948.6999297,0
30027,Fergus,Montana,US,16/10/2020 04:24,47.26331584,-109.2245206,146,1,0,145,"Fergus, Montana, US",1321.266968,0.684931507
30029,Flathead,Montana,US,16/10/2020 04:24,48.29575866,-114.0520569,2286,23,0,2263,"Flathead, Montana, US",2202.184845,1.006124234
30031,Gallatin,Montana,US,16/10/2020 04:24,45.54486106,-111.1692571,2081,5,0,2076,"Gallatin, Montana, US",1818.515476,0.240269101
30033,Garfield,Montana,US,16/10/2020 04:24,47.27545948,-107.0002351,19,0,0,19,"Garfield, Montana, US",1510.333863,0
30035,Glacier,Montana,US,16/10/2020 04:24,48.70513576,-112.9934235,763,2,0,761,"Glacier, Montana, US",5547.880462,0.262123198
30037,Golden Valley,Montana,US,16/10/2020 04:24,46.3816474,-109.1768522,5,0,0,5,"Golden Valley, Montana, US",609.0133983,0
30039,Granite,Montana,US,16/10/2020 04:24,46.4060522,-113.4414186,45,0,0,45,"Granite, Montana, US",1331.754957,0
30041,Hill,Montana,US,16/10/2020 04:24,48.62879827,-110.1129252,454,9,0,445,"Hill, Montana, US",2754.185877,1.982378855
30043,Jefferson,Montana,US,16/10/2020 04:24,46.14907081,-112.094396,117,0,0,117,"Jefferson, Montana, US",957.3684641,0
30045,Judith Basin,Montana,US,16/10/2020 04:24,47.04581276,-110.2660688,12,0,0,12,"Judith Basin, Montana, US",597.9073244,0
30047,Lake,Montana,US,16/10/2020 04:24,47.64514965,-114.0898013,376,1,0,375,"Lake, Montana, US",1234.486834,0.265957447
30049,Lewis and Clark,Montana,US,16/10/2020 04:24,47.12610041,-112.394698,528,3,0,525,"Lewis and Clark, Montana, US",760.4562738,0.568181818
30051,Liberty,Montana,US,16/10/2020 04:24,48.56084317,-111.024307,28,0,0,28,"Liberty, Montana, US",1198.117244,0
30053,Lincoln,Montana,US,16/10/2020 04:24,48.54265777,-115.4046155,224,3,0,221,"Lincoln, Montana, US",1121.121121,1.339285714
30057,Madison,Montana,US,16/10/2020 04:24,45.30080065,-111.9173017,127,1,0,126,"Madison, Montana, US",1476.744186,0.787401575
30055,McCone,Montana,US,16/10/2020 04:24,47.64469406,-105.7944994,36,0,0,36,"McCone, Montana, US",2163.461538,0
30059,Meagher,Montana,US,16/10/2020 04:24,46.59907074,-110.8898557,47,2,0,45,"Meagher, Montana, US",2524.167562,4.255319149
30061,Mineral,Montana,US,16/10/2020 04:24,47.15283992,-115.0015239,11,0,0,11,"Mineral, Montana, US",250.1705708,0
30063,Missoula,Montana,US,16/10/2020 04:24,47.03728583,-113.9213508,1470,5,0,1465,"Missoula, Montana, US",1229.09699,0.340136054
30065,Musselshell,Montana,US,16/10/2020 04:24,46.49684637,-108.39498,49,1,0,48,"Musselshell, Montana, US",1057.630045,2.040816327
30067,Park,Montana,US,16/10/2020 04:24,45.48965095,-110.5264394,163,0,0,163,"Park, Montana, US",981.5729254,0
30069,Petroleum,Montana,US,16/10/2020 04:24,47.1182463,-108.2508876,3,0,0,3,"Petroleum, Montana, US",616.0164271,0
30071,Phillips,Montana,US,16/10/2020 04:24,48.25936577,-107.9128511,139,0,0,139,"Phillips, Montana, US",3515.427415,0
30073,Pondera,Montana,US,16/10/2020 04:24,48.22773388,-112.2252703,122,1,0,121,"Pondera, Montana, US",2063.94857,0.819672131
30075,Powder River,Montana,US,16/10/2020 04:24,45.39617714,-105.636738,39,0,0,39,"Powder River, Montana, US",2318.668252,0
30077,Powell,Montana,US,16/10/2020 04:24,46.85538891,-112.9359164,28,0,0,28,"Powell, Montana, US",406.3860668,0
30079,Prairie,Montana,US,16/10/2020 04:24,46.86048047,-105.379384,28,0,0,28,"Prairie, Montana, US",2599.814299,0
30081,Ravalli,Montana,US,16/10/2020 04:24,46.08520862,-114.1189164,278,4,0,274,"Ravalli, Montana, US",634.6162626,1.438848921
30083,Richland,Montana,US,16/10/2020 04:24,47.78668011,-104.5610786,172,2,0,170,"Richland, Montana, US",1592.150329,1.162790698
30085,Roosevelt,Montana,US,16/10/2020 04:24,48.29607488,-105.0079268,705,13,0,692,"Roosevelt, Montana, US",6406.761178,1.843971631
30087,Rosebud,Montana,US,16/10/2020 04:24,46.23397237,-106.729288,711,20,0,691,"Rosebud, Montana, US",7955.689829,2.812939522
30089,Sanders,Montana,US,16/10/2020 04:24,47.67657534,-115.1329916,82,1,0,81,"Sanders, Montana, US",676.9586395,1.219512195
30091,Sheridan,Montana,US,16/10/2020 04:24,48.72085833,-104.503829,40,0,0,40,"Sheridan, Montana, US",1208.824418,0
30093,Silver Bow,Montana,US,16/10/2020 04:24,45.90018933,-112.6620092,395,0,0,395,"Silver Bow, Montana, US",1131.318917,0
30095,Stillwater,Montana,US,16/10/2020 04:24,45.67071407,-109.3950061,129,3,0,126,"Stillwater, Montana, US",1337.896702,2.325581395
30097,Sweet Grass,Montana,US,16/10/2020 04:24,45.81367654,-109.9425686,58,2,0,56,"Sweet Grass, Montana, US",1552.047097,3.448275862
30099,Teton,Montana,US,16/10/2020 04:24,47.83741052,-112.2410688,64,0,0,64,"Teton, Montana, US",1041.158289,0
30101,Toole,Montana,US,16/10/2020 04:24,48.65577551,-111.6942414,289,6,0,283,"Toole, Montana, US",6102.195946,2.076124567
30103,Treasure,Montana,US,16/10/2020 04:24,46.2097322,-107.2666516,10,0,0,10,"Treasure, Montana, US",1436.781609,0
90030,Unassigned,Montana,US,16/10/2020 04:24,NA,NA,0,0,0,0,"Unassigned, Montana, US",NA,NA
30105,Valley,Montana,US,16/10/2020 04:24,48.36435097,-106.6669635,213,2,0,211,"Valley, Montana, US",2879.9351,0.938967136
30107,Wheatland,Montana,US,16/10/2020 04:24,46.46652491,-109.8464636,54,1,0,53,"Wheatland, Montana, US",2539.981185,1.851851852
30109,Wibaux,Montana,US,16/10/2020 04:24,46.95925154,-104.2510927,36,0,0,36,"Wibaux, Montana, US",3715.170279,0
30111,Yellowstone,Montana,US,16/10/2020 04:24,45.93955949,-108.2691486,4696,77,0,4619,"Yellowstone, Montana, US",2911.345319,1.639693356
31001,Adams,Nebraska,US,16/10/2020 04:24,40.5244942,-98.50117804,691,12,0,679,"Adams, Nebraska, US",2203.233109,1.736613603
31003,Antelope,Nebraska,US,16/10/2020 04:24,42.17695516,-98.0666283,134,1,0,133,"Antelope, Nebraska, US",2127.659574,0.746268657
31005,Arthur,Nebraska,US,16/10/2020 04:24,41.56896142,-101.6959559,3,0,0,3,"Arthur, Nebraska, US",647.9481641,0
31007,Banner,Nebraska,US,16/10/2020 04:24,41.54634427,-103.7114332,2,0,0,2,"Banner, Nebraska, US",268.4563758,0
31009,Blaine,Nebraska,US,16/10/2020 04:24,41.91311716,-99.97677845,3,0,0,3,"Blaine, Nebraska, US",645.1612903,0
31011,Boone,Nebraska,US,16/10/2020 04:24,41.70759415,-98.06737183,121,0,0,121,"Boone, Nebraska, US",2330.508475,0
31013,Box Butte,Nebraska,US,16/10/2020 04:24,42.22079243,-103.0878834,142,1,0,141,"Box Butte, Nebraska, US",1316.887694,0.704225352
31015,Boyd,Nebraska,US,16/10/2020 04:24,42.8997274,-98.76486568,47,0,0,47,"Boyd, Nebraska, US",2449.192288,0
31017,Brown,Nebraska,US,16/10/2020 04:24,42.43018907,-99.92904055,63,0,0,63,"Brown, Nebraska, US",2131.979695,0
31019,Buffalo,Nebraska,US,16/10/2020 04:24,40.85486962,-99.07500296,1474,6,0,1468,"Buffalo, Nebraska, US",2968.24342,0.407055631
31021,Burt,Nebraska,US,16/10/2020 04:24,41.85056773,-96.32605633,98,1,0,97,"Burt, Nebraska, US",1517.262734,1.020408163
31023,Butler,Nebraska,US,16/10/2020 04:24,41.22703692,-97.13106306,187,1,0,186,"Butler, Nebraska, US",2332.834331,0.534759358
31025,Cass,Nebraska,US,16/10/2020 04:24,40.90899107,-96.13971217,439,3,0,436,"Cass, Nebraska, US",1672.508382,0.683371298
31027,Cedar,Nebraska,US,16/10/2020 04:24,42.5988851,-97.25311951,124,0,0,124,"Cedar, Nebraska, US",1475.839086,0
31029,Chase,Nebraska,US,16/10/2020 04:24,40.5237198,-101.6978026,110,0,0,110,"Chase, Nebraska, US",2803.261978,0
31031,Cherry,Nebraska,US,16/10/2020 04:24,42.54502621,-101.1244332,58,4,0,54,"Cherry, Nebraska, US",1019.511338,6.896551724
31033,Cheyenne,Nebraska,US,16/10/2020 04:24,41.21999357,-102.9941693,66,1,0,65,"Cheyenne, Nebraska, US",740.7407407,1.515151515
31035,Clay,Nebraska,US,16/10/2020 04:24,40.52439441,-98.05126296,117,0,0,117,"Clay, Nebraska, US",1886.184104,0
31037,Colfax,Nebraska,US,16/10/2020 04:24,41.57486951,-97.0868542,842,5,0,837,"Colfax, Nebraska, US",7862.545522,0.593824228
31039,Cuming,Nebraska,US,16/10/2020 04:24,41.91637624,-96.78730772,226,2,0,224,"Cuming, Nebraska, US",2554.82704,0.884955752
31041,Custer,Nebraska,US,16/10/2020 04:24,41.39374521,-99.72805369,159,4,0,155,"Custer, Nebraska, US",1475.364202,2.51572327
31043,Dakota,Nebraska,US,16/10/2020 04:24,42.39040144,-96.56656425,2425,44,0,2381,"Dakota, Nebraska, US",12109.25796,1.81443299
31045,Dawes,Nebraska,US,16/10/2020 04:24,42.71985036,-103.1313774,182,0,0,182,"Dawes, Nebraska, US",2118.989405,0
31047,Dawson,Nebraska,US,16/10/2020 04:24,40.87028216,-99.8201461,1171,14,0,1157,"Dawson, Nebraska, US",4962.915872,1.195559351
31049,Deuel,Nebraska,US,16/10/2020 04:24,41.11168186,-102.3333331,6,0,0,6,"Deuel, Nebraska, US",334.4481605,0
31051,Dixon,Nebraska,US,16/10/2020 04:24,42.49188363,-96.86782408,144,2,0,142,"Dixon, Nebraska, US",2555.003549,1.388888889
31053,Dodge,Nebraska,US,16/10/2020 04:24,41.58071748,-96.65598179,1438,15,0,1423,"Dodge, Nebraska, US",3932.722549,1.043115438
31055,Douglas,Nebraska,US,16/10/2020 04:24,41.29518299,-96.15085305,19190,211,0,18979,"Douglas, Nebraska, US",3358.847035,1.099531006
31057,Dundy,Nebraska,US,16/10/2020 04:24,40.17638677,-101.6876522,16,1,0,15,"Dundy, Nebraska, US",945.0679268,6.25
31059,Fillmore,Nebraska,US,16/10/2020 04:24,40.52458567,-97.59646937,68,1,0,67,"Fillmore, Nebraska, US",1244.965214,1.470588235
31061,Franklin,Nebraska,US,16/10/2020 04:24,40.17636348,-98.95299073,66,0,0,66,"Franklin, Nebraska, US",2215.50856,0
31063,Frontier,Nebraska,US,16/10/2020 04:24,40.52993007,-100.3924658,24,0,0,24,"Frontier, Nebraska, US",913.589646,0
31065,Furnas,Nebraska,US,16/10/2020 04:24,40.17642064,-99.91247454,70,2,0,68,"Furnas, Nebraska, US",1497.005988,2.857142857
31067,Gage,Nebraska,US,16/10/2020 04:24,40.26186809,-96.68946704,379,5,0,374,"Gage, Nebraska, US",1761.725468,1.319261214
31069,Garden,Nebraska,US,16/10/2020 04:24,41.61703149,-102.3313973,15,0,0,15,"Garden, Nebraska, US",816.5487207,0
31071,Garfield,Nebraska,US,16/10/2020 04:24,41.91428955,-98.99111827,15,0,0,15,"Garfield, Nebraska, US",761.8080244,0
31073,Gosper,Nebraska,US,16/10/2020 04:24,40.51481965,-99.83020279,52,0,0,52,"Gosper, Nebraska, US",2613.065327,0
31075,Grant,Nebraska,US,16/10/2020 04:24,41.91528587,-101.740701,2,0,0,2,"Grant, Nebraska, US",321.0272873,0
31077,Greeley,Nebraska,US,16/10/2020 04:24,41.56742671,-98.52150266,42,0,0,42,"Greeley, Nebraska, US",1782.682513,0
31079,Hall,Nebraska,US,16/10/2020 04:24,40.87257079,-98.50218293,2340,48,0,2292,"Hall, Nebraska, US",3813.994426,2.051282051
31081,Hamilton,Nebraska,US,16/10/2020 04:24,40.87349452,-98.02099117,204,12,0,192,"Hamilton, Nebraska, US",2187.902188,5.882352941
31083,Harlan,Nebraska,US,16/10/2020 04:24,40.17658508,-99.40438879,44,0,0,44,"Harlan, Nebraska, US",1301.775148,0
31085,Hayes,Nebraska,US,16/10/2020 04:24,40.52451972,-101.0603568,6,0,0,6,"Hayes, Nebraska, US",650.7592191,0
31087,Hitchcock,Nebraska,US,16/10/2020 04:24,40.17609175,-101.0416477,25,0,0,25,"Hitchcock, Nebraska, US",905.141202,0
31089,Holt,Nebraska,US,16/10/2020 04:24,42.45522056,-98.78402558,192,1,0,191,"Holt, Nebraska, US",1907.221615,0.520833333
31091,Hooker,Nebraska,US,16/10/2020 04:24,41.91586243,-101.1354293,18,1,0,17,"Hooker, Nebraska, US",2639.296188,5.555555556
31093,Howard,Nebraska,US,16/10/2020 04:24,41.2200529,-98.5166499,122,5,0,117,"Howard, Nebraska, US",1892.940264,4.098360656
31095,Jefferson,Nebraska,US,16/10/2020 04:24,40.17584531,-97.142601,55,0,0,55,"Jefferson, Nebraska, US",780.5847289,0
31097,Johnson,Nebraska,US,16/10/2020 04:24,40.39257596,-96.26522753,88,0,0,88,"Johnson, Nebraska, US",1735.357918,0
31099,Kearney,Nebraska,US,16/10/2020 04:24,40.50663314,-98.94877182,226,0,0,226,"Kearney, Nebraska, US",3479.599692,0
31101,Keith,Nebraska,US,16/10/2020 04:24,41.19930341,-101.6620164,77,0,0,77,"Keith, Nebraska, US",958.4266866,0
31103,Keya Paha,Nebraska,US,16/10/2020 04:24,42.87990694,-99.71343729,8,0,0,8,"Keya Paha, Nebraska, US",992.5558313,0
31105,Kimball,Nebraska,US,16/10/2020 04:24,41.19774275,-103.7148131,33,0,0,33,"Kimball, Nebraska, US",908.5903084,0
31107,Knox,Nebraska,US,16/10/2020 04:24,42.63758421,-97.89178836,236,0,0,236,"Knox, Nebraska, US",2832.453193,0
31109,Lancaster,Nebraska,US,16/10/2020 04:24,40.78416049,-96.68777155,7757,26,0,7731,"Lancaster, Nebraska, US",2430.975587,0.335181127
31111,Lincoln,Nebraska,US,16/10/2020 04:24,41.04658298,-100.7475374,617,4,0,613,"Lincoln, Nebraska, US",1767.199404,0.648298217
31113,Logan,Nebraska,US,16/10/2020 04:24,41.56650314,-100.4817851,8,0,0,8,"Logan, Nebraska, US",1069.518717,0
31115,Loup,Nebraska,US,16/10/2020 04:24,41.91371961,-99.45440415,5,0,0,5,"Loup, Nebraska, US",753.0120482,0
31119,Madison,Nebraska,US,16/10/2020 04:24,41.91676024,-97.6005481,1011,8,0,1003,"Madison, Nebraska, US",2880.423944,0.791295747
31117,McPherson,Nebraska,US,16/10/2020 04:24,41.56797682,-101.0599362,7,0,0,7,"McPherson, Nebraska, US",1417.004049,0
31121,Merrick,Nebraska,US,16/10/2020 04:24,41.16624273,-98.0374887,110,1,0,109,"Merrick, Nebraska, US",1418.439716,0.909090909
31123,Morrill,Nebraska,US,16/10/2020 04:24,41.71711774,-103.0061405,91,0,0,91,"Morrill, Nebraska, US",1960.361913,0
31125,Nance,Nebraska,US,16/10/2020 04:24,41.39750195,-97.99327291,69,0,0,69,"Nance, Nebraska, US",1960.784314,0
31127,Nemaha,Nebraska,US,16/10/2020 04:24,40.38514847,-95.85433992,152,0,0,152,"Nemaha, Nebraska, US",2180.149168,0
31129,Nuckolls,Nebraska,US,16/10/2020 04:24,40.17637905,-98.04743961,52,0,0,52,"Nuckolls, Nebraska, US",1253.616201,0
31131,Otoe,Nebraska,US,16/10/2020 04:24,40.64843556,-96.13374142,243,1,0,242,"Otoe, Nebraska, US",1517.611791,0.411522634
31133,Pawnee,Nebraska,US,16/10/2020 04:24,40.13141096,-96.23705437,24,0,0,24,"Pawnee, Nebraska, US",918.4845006,0
31135,Perkins,Nebraska,US,16/10/2020 04:24,40.85082525,-101.6502942,36,10,0,26,"Perkins, Nebraska, US",1245.24386,27.77777778
31137,Phelps,Nebraska,US,16/10/2020 04:24,40.51156033,-99.41461667,209,0,0,209,"Phelps, Nebraska, US",2313.4824,0
31139,Pierce,Nebraska,US,16/10/2020 04:24,42.26434853,-97.60122773,147,8,0,139,"Pierce, Nebraska, US",2056.519306,5.442176871
31141,Platte,Nebraska,US,16/10/2020 04:24,41.57246836,-97.52144359,1337,5,0,1332,"Platte, Nebraska, US",3994.62205,0.373971578
31143,Polk,Nebraska,US,16/10/2020 04:24,41.18813488,-97.56630712,150,1,0,149,"Polk, Nebraska, US",2877.42183,0.666666667
31145,Red Willow,Nebraska,US,16/10/2020 04:24,40.1755688,-100.476998,133,0,0,133,"Red Willow, Nebraska, US",1240.208877,0
31147,Richardson,Nebraska,US,16/10/2020 04:24,40.1247415,-95.71755036,79,2,0,77,"Richardson, Nebraska, US",1004.450095,2.53164557
31149,Rock,Nebraska,US,16/10/2020 04:24,42.42252217,-99.44832069,50,1,0,49,"Rock, Nebraska, US",3684.598379,2
31151,Saline,Nebraska,US,16/10/2020 04:24,40.52418865,-97.14085859,819,2,0,817,"Saline, Nebraska, US",5757.874016,0.244200244
31153,Sarpy,Nebraska,US,16/10/2020 04:24,41.11314181,-96.11156432,4813,32,0,4781,"Sarpy, Nebraska, US",2571.101947,0.664865988
31155,Saunders,Nebraska,US,16/10/2020 04:24,41.2278103,-96.63773905,586,4,0,582,"Saunders, Nebraska, US",2715.728983,0.682593857
31157,Scotts Bluff,Nebraska,US,16/10/2020 04:24,41.85070896,-103.7080986,498,8,0,490,"Scotts Bluff, Nebraska, US",1398.169465,1.606425703
31159,Seward,Nebraska,US,16/10/2020 04:24,40.87241834,-97.139673,284,3,0,281,"Seward, Nebraska, US",1643.138162,1.056338028
31161,Sheridan,Nebraska,US,16/10/2020 04:24,42.50284406,-102.4126613,89,0,0,89,"Sheridan, Nebraska, US",1696.53069,0
31163,Sherman,Nebraska,US,16/10/2020 04:24,41.22045983,-98.97588642,33,2,0,31,"Sherman, Nebraska, US",1099.633456,6.060606061
31165,Sioux,Nebraska,US,16/10/2020 04:24,42.48932059,-103.7576544,11,0,0,11,"Sioux, Nebraska, US",943.3962264,0
31167,Stanton,Nebraska,US,16/10/2020 04:24,41.9169835,-97.19394708,55,0,0,55,"Stanton, Nebraska, US",929.0540541,0
31169,Thayer,Nebraska,US,16/10/2020 04:24,40.17626377,-97.59504381,42,0,0,42,"Thayer, Nebraska, US",839.4963022,0
31171,Thomas,Nebraska,US,16/10/2020 04:24,41.91358968,-100.5556632,8,0,0,8,"Thomas, Nebraska, US",1108.033241,0
31173,Thurston,Nebraska,US,16/10/2020 04:24,42.15725356,-96.54157099,298,4,0,294,"Thurston, Nebraska, US",4125.138427,1.342281879
90031,Unassigned,Nebraska,US,16/10/2020 04:24,NA,NA,398,1,0,397,"Unassigned, Nebraska, US",NA,0.251256281
31175,Valley,Nebraska,US,16/10/2020 04:24,41.56730777,-98.98197724,57,1,0,56,"Valley, Nebraska, US",1370.851371,1.754385965
31177,Washington,Nebraska,US,16/10/2020 04:24,41.52815707,-96.22019892,383,6,0,377,"Washington, Nebraska, US",1847.653046,1.566579634
31179,Wayne,Nebraska,US,16/10/2020 04:24,42.20934475,-97.11926964,266,0,0,266,"Wayne, Nebraska, US",2834.310069,0
31181,Webster,Nebraska,US,16/10/2020 04:24,40.17642643,-98.50019851,66,0,0,66,"Webster, Nebraska, US",1892.744479,0
31183,Wheeler,Nebraska,US,16/10/2020 04:24,41.91482725,-98.52798941,3,0,0,3,"Wheeler, Nebraska, US",383.1417625,0
31185,York,Nebraska,US,16/10/2020 04:24,40.87272618,-97.59710186,347,2,0,345,"York, Nebraska, US",2536.735141,0.576368876
32510,Carson City,Nevada,US,16/10/2020 04:24,39.15509045,-119.7480219,626,8,0,618,"Carson City, Nevada, US",1119.536448,1.277955272
32001,Churchill,Nevada,US,16/10/2020 04:24,39.58105744,-118.3394607,182,4,0,178,"Churchill, Nevada, US",730.6596009,2.197802198
32003,Clark,Nevada,US,16/10/2020 04:24,36.21458855,-115.0130241,73154,1461,0,71693,"Clark, Nevada, US",3227.313535,1.997156683
32005,Douglas,Nevada,US,16/10/2020 04:24,38.912862,-119.6171333,364,1,0,363,"Douglas, Nevada, US",744.3001738,0.274725275
32007,Elko,Nevada,US,16/10/2020 04:24,41.14531606,-115.3577619,1145,11,0,1134,"Elko, Nevada, US",2169.46455,0.96069869
32009,Esmeralda,Nevada,US,16/10/2020 04:24,37.78436681,-117.6319999,0,0,0,0,"Esmeralda, Nevada, US",0,NA
32011,Eureka,Nevada,US,16/10/2020 04:24,39.98100864,-116.2683204,10,0,0,10,"Eureka, Nevada, US",492.8536225,0
32013,Humboldt,Nevada,US,16/10/2020 04:24,41.40692186,-118.1109427,150,4,0,146,"Humboldt, Nevada, US",891.2126433,2.666666667
32015,Lander,Nevada,US,16/10/2020 04:24,39.9332233,-117.0397075,90,2,0,88,"Lander, Nevada, US",1626.898048,2.222222222
32017,Lincoln,Nevada,US,16/10/2020 04:24,37.64268459,-114.8790388,18,0,0,18,"Lincoln, Nevada, US",347.2892147,0
32019,Lyon,Nevada,US,16/10/2020 04:24,39.01777974,-119.1870479,533,10,0,523,"Lyon, Nevada, US",926.7953399,1.876172608
32021,Mineral,Nevada,US,16/10/2020 04:24,38.53841696,-118.4344506,14,0,0,14,"Mineral, Nevada, US",310.7658158,0
32023,Nye,Nevada,US,16/10/2020 04:24,38.04264256,-116.4722702,569,16,0,553,"Nye, Nevada, US",1223.050964,2.811950791
32027,Pershing,Nevada,US,16/10/2020 04:24,40.44003782,-118.4005641,23,0,0,23,"Pershing, Nevada, US",342.0074349,0
32029,Storey,Nevada,US,16/10/2020 04:24,39.44875482,-119.5250207,16,0,0,16,"Storey, Nevada, US",388.0669415,0
90032,Unassigned,Nevada,US,16/10/2020 04:24,NA,NA,0,0,0,0,"Unassigned, Nevada, US",NA,NA
32031,Washoe,Nevada,US,16/10/2020 04:24,40.66562265,-119.6631594,10984,180,0,10804,"Washoe, Nevada, US",2329.492555,1.638747269
32033,White Pine,Nevada,US,16/10/2020 04:24,39.44157041,-114.899966,91,1,0,90,"White Pine, Nevada, US",949.8956159,1.098901099
33001,Belknap,New Hampshire,US,16/10/2020 04:24,43.51637314,-71.41684235,185,5,0,180,"Belknap, New Hampshire, US",301.7796845,2.702702703
33003,Carroll,New Hampshire,US,16/10/2020 04:24,43.87498583,-71.20430216,134,2,0,132,"Carroll, New Hampshire, US",273.9726027,1.492537313
33005,Cheshire,New Hampshire,US,16/10/2020 04:24,42.92015988,-72.25311043,167,3,0,164,"Cheshire, New Hampshire, US",219.4913583,1.796407186
33007,Coos,New Hampshire,US,16/10/2020 04:24,44.69063265,-71.30633239,28,0,0,28,"Coos, New Hampshire, US",88.71146596,0
33009,Grafton,New Hampshire,US,16/10/2020 04:24,43.93779815,-71.82057197,174,1,0,173,"Grafton, New Hampshire, US",193.5785328,0.574712644
33011,Hillsborough,New Hampshire,US,16/10/2020 04:24,42.91537785,-71.7200253,4999,308,0,4691,"Hillsborough, New Hampshire, US",1198.729093,6.161232246
33013,Merrimack,New Hampshire,US,16/10/2020 04:24,43.29662971,-71.6811573,718,24,0,694,"Merrimack, New Hampshire, US",474.2686157,3.342618384
33015,Rockingham,New Hampshire,US,16/10/2020 04:24,42.98499744,-71.12883377,2313,105,0,2208,"Rockingham, New Hampshire, US",746.6854333,4.539559014
33017,Strafford,New Hampshire,US,16/10/2020 04:24,43.291833,-71.02336013,634,14,0,620,"Strafford, New Hampshire, US",485.3291282,2.208201893
33019,Sullivan,New Hampshire,US,16/10/2020 04:24,43.36094111,-72.22203125,66,1,0,65,"Sullivan, New Hampshire, US",152.968989,1.515151515
90033,Unassigned,New Hampshire,US,16/10/2020 04:24,NA,NA,8,0,0,8,"Unassigned, New Hampshire, US",NA,0
34001,Atlantic,New Jersey,US,16/10/2020 04:24,39.47538693,-74.65848483,4566,263,0,4303,"Atlantic, New Jersey, US",1731.710092,5.759964958
34003,Bergen,New Jersey,US,16/10/2020 04:24,40.96010917,-74.07164325,23495,2050,0,21445,"Bergen, New Jersey, US",2520.376485,8.725260694
34005,Burlington,New Jersey,US,16/10/2020 04:24,39.87681124,-74.66927768,7703,504,0,7199,"Burlington, New Jersey, US",1729.65472,6.542905362
34007,Camden,New Jersey,US,16/10/2020 04:24,39.80343818,-74.96388753,10646,616,0,10030,"Camden, New Jersey, US",2101.995968,5.786210783
34009,Cape May,New Jersey,US,16/10/2020 04:24,39.15008829,-74.80170244,1064,98,0,966,"Cape May, New Jersey, US",1156.031682,9.210526316
34011,Cumberland,New Jersey,US,16/10/2020 04:24,39.37199394,-75.10712559,3885,161,0,3724,"Cumberland, New Jersey, US",2598.192968,4.144144144
34013,Essex,New Jersey,US,16/10/2020 04:24,40.78681335,-74.24657979,22129,2134,0,19995,"Essex, New Jersey, US",2769.673644,9.643454291
34015,Gloucester,New Jersey,US,16/10/2020 04:24,39.71581067,-75.13995546,5072,234,0,4838,"Gloucester, New Jersey, US",1739.154288,4.613564669
34017,Hudson,New Jersey,US,16/10/2020 04:24,40.73766234,-74.07515667,21425,1520,0,19905,"Hudson, New Jersey, US",3186.390062,7.094515753
34019,Hunterdon,New Jersey,US,16/10/2020 04:24,40.56335249,-74.91284156,1469,126,0,1343,"Hunterdon, New Jersey, US",1181.143514,8.577263445
34021,Mercer,New Jersey,US,16/10/2020 04:24,40.28047017,-74.70479631,8894,637,0,8257,"Mercer, New Jersey, US",2420.597121,7.162131774
34023,Middlesex,New Jersey,US,16/10/2020 04:24,40.43629879,-74.41426991,20646,1436,0,19210,"Middlesex, New Jersey, US",2502.357399,6.955342439
34025,Monmouth,New Jersey,US,16/10/2020 04:24,40.26549699,-74.22240686,13099,868,0,12231,"Monmouth, New Jersey, US",2116.856148,6.626460035
